showSelected1	ymin	ymax	xmin	xmax
125	0	28	4.55	5.45
125	0	26	5.55	6.45
125	0	12	6.55	7.45
125	0	1	7.55	8.45
126	0	0	0.55	1.45
126	0	4	1.55	2.45
126	0	17	2.55	3.45
126	0	29	3.55	4.45
126	0	29	4.55	5.45
126	0	26	5.55	6.45
126	0	12	6.55	7.45
126	0	1	7.55	8.45
127	0	0	0.55	1.45
127	0	4	1.55	2.45
127	0	18	2.55	3.45
127	0	29	3.55	4.45
127	0	29	4.55	5.45
127	0	26	5.55	6.45
127	0	12	6.55	7.45
127	0	1	7.55	8.45
128	0	0	0.55	1.45
128	0	4	1.55	2.45
128	0	19	2.55	3.45
128	0	29	3.55	4.45
128	0	29	4.55	5.45
128	0	26	5.55	6.45
128	0	12	6.55	7.45
128	0	1	7.55	8.45
129	0	0	0.55	1.45
129	0	4	1.55	2.45
129	0	19	2.55	3.45
129	0	29	3.55	4.45
129	0	30	4.55	5.45
129	0	26	5.55	6.45
129	0	12	6.55	7.45
129	0	1	7.55	8.45
130	0	0	0.55	1.45
130	0	4	1.55	2.45
130	0	20	2.55	3.45
130	0	29	3.55	4.45
130	0	30	4.55	5.45
130	0	26	5.55	6.45
130	0	12	6.55	7.45
130	0	1	7.55	8.45
131	0	0	0.55	1.45
131	0	4	1.55	2.45
131	0	20	2.55	3.45
131	0	29	3.55	4.45
131	0	31	4.55	5.45
131	0	26	5.55	6.45
131	0	12	6.55	7.45
131	0	1	7.55	8.45
132	0	0	0.55	1.45
132	0	4	1.55	2.45
132	0	20	2.55	3.45
132	0	30	3.55	4.45
132	0	31	4.55	5.45
132	0	26	5.55	6.45
132	0	12	6.55	7.45
132	0	1	7.55	8.45
133	0	0	0.55	1.45
133	0	4	1.55	2.45
133	0	21	2.55	3.45
133	0	30	3.55	4.45
133	0	31	4.55	5.45
133	0	26	5.55	6.45
133	0	12	6.55	7.45
133	0	1	7.55	8.45
134	0	0	0.55	1.45
134	0	4	1.55	2.45
134	0	21	2.55	3.45
134	0	31	3.55	4.45
134	0	31	4.55	5.45
134	0	26	5.55	6.45
134	0	12	6.55	7.45
134	0	1	7.55	8.45
135	0	0	0.55	1.45
135	0	4	1.55	2.45
135	0	21	2.55	3.45
135	0	32	3.55	4.45
135	0	31	4.55	5.45
135	0	26	5.55	6.45
135	0	12	6.55	7.45
135	0	1	7.55	8.45
136	0	0	0.55	1.45
136	0	4	1.55	2.45
136	0	21	2.55	3.45
136	0	33	3.55	4.45
136	0	31	4.55	5.45
136	0	26	5.55	6.45
136	0	12	6.55	7.45
136	0	1	7.55	8.45
137	0	0	0.55	1.45
137	0	4	1.55	2.45
137	0	21	2.55	3.45
137	0	33	3.55	4.45
137	0	32	4.55	5.45
137	0	26	5.55	6.45
137	0	12	6.55	7.45
137	0	1	7.55	8.45
138	0	0	0.55	1.45
138	0	4	1.55	2.45
138	0	21	2.55	3.45
138	0	34	3.55	4.45
138	0	32	4.55	5.45
138	0	26	5.55	6.45
138	0	12	6.55	7.45
138	0	1	7.55	8.45
139	0	0	0.55	1.45
139	0	4	1.55	2.45
139	0	21	2.55	3.45
139	0	34	3.55	4.45
139	0	33	4.55	5.45
139	0	26	5.55	6.45
139	0	12	6.55	7.45
139	0	1	7.55	8.45
140	0	0	0.55	1.45
140	0	4	1.55	2.45
140	0	21	2.55	3.45
140	0	34	3.55	4.45
140	0	34	4.55	5.45
140	0	26	5.55	6.45
140	0	12	6.55	7.45
140	0	1	7.55	8.45
141	0	0	0.55	1.45
141	0	4	1.55	2.45
141	0	21	2.55	3.45
141	0	35	3.55	4.45
141	0	34	4.55	5.45
141	0	26	5.55	6.45
141	0	12	6.55	7.45
141	0	1	7.55	8.45
142	0	0	0.55	1.45
142	0	4	1.55	2.45
142	0	21	2.55	3.45
142	0	36	3.55	4.45
142	0	34	4.55	5.45
142	0	26	5.55	6.45
142	0	12	6.55	7.45
142	0	1	7.55	8.45
143	0	0	0.55	1.45
143	0	4	1.55	2.45
143	0	22	2.55	3.45
143	0	36	3.55	4.45
143	0	34	4.55	5.45
143	0	26	5.55	6.45
143	0	12	6.55	7.45
143	0	1	7.55	8.45
144	0	0	0.55	1.45
144	0	4	1.55	2.45
144	0	22	2.55	3.45
144	0	36	3.55	4.45
144	0	34	4.55	5.45
144	0	27	5.55	6.45
144	0	12	6.55	7.45
144	0	1	7.55	8.45
145	0	0	0.55	1.45
145	0	4	1.55	2.45
145	0	23	2.55	3.45
145	0	36	3.55	4.45
145	0	34	4.55	5.45
145	0	27	5.55	6.45
145	0	12	6.55	7.45
145	0	1	7.55	8.45
146	0	0	0.55	1.45
146	0	4	1.55	2.45
146	0	23	2.55	3.45
146	0	36	3.55	4.45
146	0	35	4.55	5.45
146	0	27	5.55	6.45
146	0	12	6.55	7.45
146	0	1	7.55	8.45
147	0	0	0.55	1.45
147	0	4	1.55	2.45
147	0	23	2.55	3.45
147	0	37	3.55	4.45
147	0	35	4.55	5.45
147	0	27	5.55	6.45
147	0	12	6.55	7.45
147	0	1	7.55	8.45
148	0	0	0.55	1.45
148	0	4	1.55	2.45
148	0	23	2.55	3.45
148	0	37	3.55	4.45
148	0	36	4.55	5.45
148	0	27	5.55	6.45
148	0	12	6.55	7.45
148	0	1	7.55	8.45
149	0	0	0.55	1.45
149	0	4	1.55	2.45
149	0	24	2.55	3.45
149	0	37	3.55	4.45
149	0	36	4.55	5.45
149	0	27	5.55	6.45
149	0	12	6.55	7.45
149	0	1	7.55	8.45
150	0	0	0.55	1.45
150	0	4	1.55	2.45
150	0	24	2.55	3.45
150	0	37	3.55	4.45
150	0	37	4.55	5.45
150	0	27	5.55	6.45
150	0	12	6.55	7.45
150	0	1	7.55	8.45
151	0	0	0.55	1.45
151	0	4	1.55	2.45
151	0	24	2.55	3.45
151	0	37	3.55	4.45
151	0	37	4.55	5.45
151	0	27	5.55	6.45
151	0	13	6.55	7.45
151	0	1	7.55	8.45
152	0	0	0.55	1.45
152	0	4	1.55	2.45
152	0	25	2.55	3.45
152	0	37	3.55	4.45
152	0	37	4.55	5.45
152	0	27	5.55	6.45
152	0	13	6.55	7.45
152	0	1	7.55	8.45
153	0	0	0.55	1.45
153	0	4	1.55	2.45
153	0	25	2.55	3.45
153	0	37	3.55	4.45
153	0	37	4.55	5.45
153	0	28	5.55	6.45
153	0	13	6.55	7.45
153	0	1	7.55	8.45
154	0	0	0.55	1.45
154	0	4	1.55	2.45
154	0	26	2.55	3.45
154	0	37	3.55	4.45
154	0	37	4.55	5.45
154	0	28	5.55	6.45
154	0	13	6.55	7.45
154	0	1	7.55	8.45
155	0	0	0.55	1.45
155	0	4	1.55	2.45
155	0	26	2.55	3.45
155	0	37	3.55	4.45
155	0	37	4.55	5.45
155	0	28	5.55	6.45
155	0	14	6.55	7.45
155	0	1	7.55	8.45
156	0	0	0.55	1.45
156	0	4	1.55	2.45
156	0	26	2.55	3.45
156	0	37	3.55	4.45
156	0	38	4.55	5.45
156	0	28	5.55	6.45
156	0	14	6.55	7.45
156	0	1	7.55	8.45
157	0	0	0.55	1.45
157	0	4	1.55	2.45
157	0	27	2.55	3.45
157	0	37	3.55	4.45
157	0	38	4.55	5.45
157	0	28	5.55	6.45
157	0	14	6.55	7.45
157	0	1	7.55	8.45
158	0	0	0.55	1.45
158	0	4	1.55	2.45
158	0	27	2.55	3.45
158	0	37	3.55	4.45
158	0	38	4.55	5.45
158	0	29	5.55	6.45
158	0	14	6.55	7.45
158	0	1	7.55	8.45
159	0	0	0.55	1.45
159	0	4	1.55	2.45
159	0	27	2.55	3.45
159	0	37	3.55	4.45
159	0	38	4.55	5.45
159	0	30	5.55	6.45
159	0	14	6.55	7.45
159	0	1	7.55	8.45
160	0	0	0.55	1.45
160	0	4	1.55	2.45
160	0	28	2.55	3.45
160	0	37	3.55	4.45
160	0	38	4.55	5.45
160	0	30	5.55	6.45
160	0	14	6.55	7.45
160	0	1	7.55	8.45
161	0	0	0.55	1.45
161	0	4	1.55	2.45
161	0	28	2.55	3.45
161	0	38	3.55	4.45
161	0	38	4.55	5.45
161	0	30	5.55	6.45
161	0	14	6.55	7.45
161	0	1	7.55	8.45
162	0	0	0.55	1.45
162	0	4	1.55	2.45
162	0	28	2.55	3.45
162	0	38	3.55	4.45
162	0	38	4.55	5.45
162	0	31	5.55	6.45
162	0	14	6.55	7.45
162	0	1	7.55	8.45
163	0	0	0.55	1.45
163	0	4	1.55	2.45
163	0	28	2.55	3.45
163	0	38	3.55	4.45
163	0	38	4.55	5.45
163	0	32	5.55	6.45
163	0	14	6.55	7.45
163	0	1	7.55	8.45
164	0	0	0.55	1.45
164	0	4	1.55	2.45
164	0	28	2.55	3.45
164	0	38	3.55	4.45
164	0	39	4.55	5.45
164	0	32	5.55	6.45
164	0	14	6.55	7.45
164	0	1	7.55	8.45
165	0	0	0.55	1.45
165	0	4	1.55	2.45
165	0	28	2.55	3.45
165	0	38	3.55	4.45
165	0	40	4.55	5.45
165	0	32	5.55	6.45
165	0	14	6.55	7.45
165	0	1	7.55	8.45
166	0	0	0.55	1.45
166	0	4	1.55	2.45
166	0	28	2.55	3.45
166	0	38	3.55	4.45
166	0	40	4.55	5.45
166	0	33	5.55	6.45
166	0	14	6.55	7.45
166	0	1	7.55	8.45
167	0	0	0.55	1.45
167	0	4	1.55	2.45
167	0	28	2.55	3.45
167	0	39	3.55	4.45
167	0	40	4.55	5.45
167	0	33	5.55	6.45
167	0	14	6.55	7.45
167	0	1	7.55	8.45
168	0	0	0.55	1.45
168	0	4	1.55	2.45
168	0	28	2.55	3.45
168	0	39	3.55	4.45
168	0	41	4.55	5.45
168	0	33	5.55	6.45
168	0	14	6.55	7.45
168	0	1	7.55	8.45
169	0	0	0.55	1.45
169	0	4	1.55	2.45
169	0	28	2.55	3.45
169	0	40	3.55	4.45
169	0	41	4.55	5.45
169	0	33	5.55	6.45
169	0	14	6.55	7.45
169	0	1	7.55	8.45
170	0	0	0.55	1.45
170	0	4	1.55	2.45
170	0	28	2.55	3.45
170	0	40	3.55	4.45
170	0	41	4.55	5.45
170	0	34	5.55	6.45
170	0	14	6.55	7.45
170	0	1	7.55	8.45
171	0	0	0.55	1.45
171	0	4	1.55	2.45
171	0	28	2.55	3.45
171	0	41	3.55	4.45
171	0	41	4.55	5.45
171	0	34	5.55	6.45
171	0	14	6.55	7.45
171	0	1	7.55	8.45
172	0	0	0.55	1.45
172	0	4	1.55	2.45
172	0	28	2.55	3.45
172	0	42	3.55	4.45
172	0	41	4.55	5.45
172	0	34	5.55	6.45
172	0	14	6.55	7.45
172	0	1	7.55	8.45
173	0	0	0.55	1.45
173	0	4	1.55	2.45
173	0	28	2.55	3.45
173	0	42	3.55	4.45
173	0	41	4.55	5.45
173	0	35	5.55	6.45
173	0	14	6.55	7.45
173	0	1	7.55	8.45
174	0	0	0.55	1.45
174	0	4	1.55	2.45
174	0	28	2.55	3.45
174	0	42	3.55	4.45
174	0	42	4.55	5.45
174	0	35	5.55	6.45
174	0	14	6.55	7.45
174	0	1	7.55	8.45
175	0	0	0.55	1.45
175	0	4	1.55	2.45
175	0	28	2.55	3.45
175	0	42	3.55	4.45
175	0	43	4.55	5.45
175	0	35	5.55	6.45
175	0	14	6.55	7.45
175	0	1	7.55	8.45
176	0	0	0.55	1.45
176	0	4	1.55	2.45
176	0	28	2.55	3.45
176	0	42	3.55	4.45
176	0	43	4.55	5.45
176	0	36	5.55	6.45
176	0	14	6.55	7.45
176	0	1	7.55	8.45
177	0	0	0.55	1.45
177	0	4	1.55	2.45
177	0	29	2.55	3.45
177	0	42	3.55	4.45
177	0	43	4.55	5.45
177	0	36	5.55	6.45
177	0	14	6.55	7.45
177	0	1	7.55	8.45
178	0	0	0.55	1.45
178	0	4	1.55	2.45
178	0	29	2.55	3.45
178	0	42	3.55	4.45
178	0	43	4.55	5.45
178	0	37	5.55	6.45
178	0	14	6.55	7.45
178	0	1	7.55	8.45
179	0	0	0.55	1.45
179	0	4	1.55	2.45
179	0	30	2.55	3.45
179	0	42	3.55	4.45
179	0	43	4.55	5.45
179	0	37	5.55	6.45
179	0	14	6.55	7.45
179	0	1	7.55	8.45
180	0	0	0.55	1.45
180	0	4	1.55	2.45
180	0	30	2.55	3.45
180	0	43	3.55	4.45
180	0	43	4.55	5.45
180	0	37	5.55	6.45
180	0	14	6.55	7.45
180	0	1	7.55	8.45
181	0	0	0.55	1.45
181	0	4	1.55	2.45
181	0	30	2.55	3.45
181	0	44	3.55	4.45
181	0	43	4.55	5.45
181	0	37	5.55	6.45
181	0	14	6.55	7.45
181	0	1	7.55	8.45
182	0	0	0.55	1.45
182	0	4	1.55	2.45
182	0	31	2.55	3.45
182	0	44	3.55	4.45
182	0	43	4.55	5.45
182	0	37	5.55	6.45
182	0	14	6.55	7.45
182	0	1	7.55	8.45
183	0	0	0.55	1.45
183	0	5	1.55	2.45
183	0	31	2.55	3.45
183	0	44	3.55	4.45
183	0	43	4.55	5.45
183	0	37	5.55	6.45
183	0	14	6.55	7.45
183	0	1	7.55	8.45
184	0	0	0.55	1.45
184	0	5	1.55	2.45
184	0	31	2.55	3.45
184	0	44	3.55	4.45
184	0	44	4.55	5.45
184	0	37	5.55	6.45
184	0	14	6.55	7.45
184	0	1	7.55	8.45
185	0	0	0.55	1.45
185	0	6	1.55	2.45
185	0	31	2.55	3.45
185	0	44	3.55	4.45
185	0	44	4.55	5.45
185	0	37	5.55	6.45
185	0	14	6.55	7.45
185	0	1	7.55	8.45
186	0	0	0.55	1.45
186	0	6	1.55	2.45
186	0	31	2.55	3.45
186	0	44	3.55	4.45
186	0	44	4.55	5.45
186	0	38	5.55	6.45
186	0	14	6.55	7.45
186	0	1	7.55	8.45
187	0	0	0.55	1.45
187	0	6	1.55	2.45
187	0	31	2.55	3.45
187	0	44	3.55	4.45
187	0	45	4.55	5.45
187	0	38	5.55	6.45
187	0	14	6.55	7.45
187	0	1	7.55	8.45
188	0	0	0.55	1.45
188	0	6	1.55	2.45
188	0	32	2.55	3.45
188	0	44	3.55	4.45
188	0	45	4.55	5.45
188	0	38	5.55	6.45
188	0	14	6.55	7.45
188	0	1	7.55	8.45
189	0	0	0.55	1.45
189	0	6	1.55	2.45
189	0	32	2.55	3.45
189	0	44	3.55	4.45
189	0	46	4.55	5.45
189	0	38	5.55	6.45
189	0	14	6.55	7.45
189	0	1	7.55	8.45
190	0	0	0.55	1.45
190	0	6	1.55	2.45
190	0	32	2.55	3.45
190	0	44	3.55	4.45
190	0	46	4.55	5.45
190	0	39	5.55	6.45
190	0	14	6.55	7.45
190	0	1	7.55	8.45
191	0	0	0.55	1.45
191	0	6	1.55	2.45
191	0	32	2.55	3.45
191	0	44	3.55	4.45
191	0	46	4.55	5.45
191	0	40	5.55	6.45
191	0	14	6.55	7.45
191	0	1	7.55	8.45
192	0	0	0.55	1.45
192	0	6	1.55	2.45
192	0	32	2.55	3.45
192	0	45	3.55	4.45
192	0	46	4.55	5.45
192	0	40	5.55	6.45
192	0	14	6.55	7.45
192	0	1	7.55	8.45
193	0	0	0.55	1.45
193	0	6	1.55	2.45
193	0	33	2.55	3.45
193	0	45	3.55	4.45
193	0	46	4.55	5.45
193	0	40	5.55	6.45
193	0	14	6.55	7.45
193	0	1	7.55	8.45
194	0	0	0.55	1.45
194	0	6	1.55	2.45
194	0	33	2.55	3.45
194	0	46	3.55	4.45
194	0	46	4.55	5.45
194	0	40	5.55	6.45
194	0	14	6.55	7.45
194	0	1	7.55	8.45
195	0	0	0.55	1.45
195	0	6	1.55	2.45
195	0	33	2.55	3.45
195	0	47	3.55	4.45
195	0	46	4.55	5.45
195	0	40	5.55	6.45
195	0	14	6.55	7.45
195	0	1	7.55	8.45
196	0	0	0.55	1.45
196	0	6	1.55	2.45
196	0	33	2.55	3.45
196	0	47	3.55	4.45
196	0	46	4.55	5.45
196	0	41	5.55	6.45
196	0	14	6.55	7.45
196	0	1	7.55	8.45
197	0	0	0.55	1.45
197	0	6	1.55	2.45
197	0	34	2.55	3.45
197	0	47	3.55	4.45
197	0	46	4.55	5.45
197	0	41	5.55	6.45
197	0	14	6.55	7.45
197	0	1	7.55	8.45
198	0	0	0.55	1.45
198	0	6	1.55	2.45
198	0	34	2.55	3.45
198	0	47	3.55	4.45
198	0	47	4.55	5.45
198	0	41	5.55	6.45
198	0	14	6.55	7.45
198	0	1	7.55	8.45
199	0	0	0.55	1.45
199	0	6	1.55	2.45
199	0	34	2.55	3.45
199	0	47	3.55	4.45
199	0	48	4.55	5.45
199	0	41	5.55	6.45
199	0	14	6.55	7.45
199	0	1	7.55	8.45
200	0	0	0.55	1.45
200	0	6	1.55	2.45
200	0	34	2.55	3.45
200	0	47	3.55	4.45
200	0	48	4.55	5.45
200	0	41	5.55	6.45
200	0	15	6.55	7.45
200	0	1	7.55	8.45
201	0	0	0.55	1.45
201	0	6	1.55	2.45
201	0	34	2.55	3.45
201	0	48	3.55	4.45
201	0	48	4.55	5.45
201	0	41	5.55	6.45
201	0	15	6.55	7.45
201	0	1	7.55	8.45
202	0	0	0.55	1.45
202	0	6	1.55	2.45
202	0	34	2.55	3.45
202	0	49	3.55	4.45
202	0	48	4.55	5.45
202	0	41	5.55	6.45
202	0	15	6.55	7.45
202	0	1	7.55	8.45
203	0	0	0.55	1.45
203	0	6	1.55	2.45
203	0	34	2.55	3.45
203	0	49	3.55	4.45
203	0	49	4.55	5.45
203	0	41	5.55	6.45
203	0	15	6.55	7.45
203	0	1	7.55	8.45
204	0	0	0.55	1.45
204	0	6	1.55	2.45
204	0	34	2.55	3.45
204	0	50	3.55	4.45
204	0	49	4.55	5.45
204	0	41	5.55	6.45
204	0	15	6.55	7.45
204	0	1	7.55	8.45
205	0	0	0.55	1.45
205	0	6	1.55	2.45
205	0	34	2.55	3.45
205	0	50	3.55	4.45
205	0	49	4.55	5.45
205	0	42	5.55	6.45
205	0	15	6.55	7.45
205	0	1	7.55	8.45
206	0	0	0.55	1.45
206	0	6	1.55	2.45
206	0	34	2.55	3.45
206	0	51	3.55	4.45
206	0	49	4.55	5.45
206	0	42	5.55	6.45
206	0	15	6.55	7.45
206	0	1	7.55	8.45
207	0	0	0.55	1.45
207	0	6	1.55	2.45
207	0	34	2.55	3.45
207	0	52	3.55	4.45
207	0	49	4.55	5.45
207	0	42	5.55	6.45
207	0	15	6.55	7.45
207	0	1	7.55	8.45
208	0	0	0.55	1.45
208	0	6	1.55	2.45
208	0	34	2.55	3.45
208	0	52	3.55	4.45
208	0	50	4.55	5.45
208	0	42	5.55	6.45
208	0	15	6.55	7.45
208	0	1	7.55	8.45
209	0	0	0.55	1.45
209	0	6	1.55	2.45
209	0	34	2.55	3.45
209	0	53	3.55	4.45
209	0	50	4.55	5.45
209	0	42	5.55	6.45
209	0	15	6.55	7.45
209	0	1	7.55	8.45
210	0	0	0.55	1.45
210	0	6	1.55	2.45
210	0	34	2.55	3.45
210	0	54	3.55	4.45
210	0	50	4.55	5.45
210	0	42	5.55	6.45
210	0	15	6.55	7.45
210	0	1	7.55	8.45
211	0	0	0.55	1.45
211	0	6	1.55	2.45
211	0	34	2.55	3.45
211	0	55	3.55	4.45
211	0	50	4.55	5.45
211	0	42	5.55	6.45
211	0	15	6.55	7.45
211	0	1	7.55	8.45
212	0	0	0.55	1.45
212	0	6	1.55	2.45
212	0	35	2.55	3.45
212	0	55	3.55	4.45
212	0	50	4.55	5.45
212	0	42	5.55	6.45
212	0	15	6.55	7.45
212	0	1	7.55	8.45
213	0	0	0.55	1.45
213	0	6	1.55	2.45
213	0	35	2.55	3.45
213	0	55	3.55	4.45
213	0	51	4.55	5.45
213	0	42	5.55	6.45
213	0	15	6.55	7.45
213	0	1	7.55	8.45
214	0	0	0.55	1.45
214	0	6	1.55	2.45
214	0	35	2.55	3.45
214	0	55	3.55	4.45
214	0	51	4.55	5.45
214	0	43	5.55	6.45
214	0	15	6.55	7.45
214	0	1	7.55	8.45
215	0	0	0.55	1.45
215	0	6	1.55	2.45
215	0	35	2.55	3.45
215	0	55	3.55	4.45
215	0	51	4.55	5.45
215	0	44	5.55	6.45
215	0	15	6.55	7.45
215	0	1	7.55	8.45
216	0	0	0.55	1.45
216	0	7	1.55	2.45
216	0	35	2.55	3.45
216	0	55	3.55	4.45
216	0	51	4.55	5.45
216	0	44	5.55	6.45
216	0	15	6.55	7.45
216	0	1	7.55	8.45
217	0	0	0.55	1.45
217	0	7	1.55	2.45
217	0	35	2.55	3.45
217	0	55	3.55	4.45
217	0	51	4.55	5.45
217	0	45	5.55	6.45
217	0	15	6.55	7.45
217	0	1	7.55	8.45
218	0	0	0.55	1.45
218	0	7	1.55	2.45
218	0	35	2.55	3.45
218	0	55	3.55	4.45
218	0	52	4.55	5.45
218	0	45	5.55	6.45
218	0	15	6.55	7.45
218	0	1	7.55	8.45
219	0	0	0.55	1.45
219	0	7	1.55	2.45
219	0	35	2.55	3.45
219	0	55	3.55	4.45
219	0	53	4.55	5.45
219	0	45	5.55	6.45
219	0	15	6.55	7.45
219	0	1	7.55	8.45
220	0	0	0.55	1.45
220	0	7	1.55	2.45
220	0	35	2.55	3.45
220	0	56	3.55	4.45
220	0	53	4.55	5.45
220	0	45	5.55	6.45
220	0	15	6.55	7.45
220	0	1	7.55	8.45
221	0	0	0.55	1.45
221	0	7	1.55	2.45
221	0	35	2.55	3.45
221	0	56	3.55	4.45
221	0	54	4.55	5.45
221	0	45	5.55	6.45
221	0	15	6.55	7.45
221	0	1	7.55	8.45
222	0	0	0.55	1.45
222	0	7	1.55	2.45
222	0	35	2.55	3.45
222	0	57	3.55	4.45
222	0	54	4.55	5.45
222	0	45	5.55	6.45
222	0	15	6.55	7.45
222	0	1	7.55	8.45
223	0	0	0.55	1.45
223	0	7	1.55	2.45
223	0	35	2.55	3.45
223	0	57	3.55	4.45
223	0	54	4.55	5.45
223	0	46	5.55	6.45
223	0	15	6.55	7.45
223	0	1	7.55	8.45
224	0	0	0.55	1.45
224	0	7	1.55	2.45
224	0	35	2.55	3.45
224	0	57	3.55	4.45
224	0	55	4.55	5.45
224	0	46	5.55	6.45
224	0	15	6.55	7.45
224	0	1	7.55	8.45
225	0	0	0.55	1.45
225	0	7	1.55	2.45
225	0	36	2.55	3.45
225	0	57	3.55	4.45
225	0	55	4.55	5.45
225	0	46	5.55	6.45
225	0	15	6.55	7.45
225	0	1	7.55	8.45
226	0	0	0.55	1.45
226	0	8	1.55	2.45
226	0	36	2.55	3.45
226	0	57	3.55	4.45
226	0	55	4.55	5.45
226	0	46	5.55	6.45
226	0	15	6.55	7.45
226	0	1	7.55	8.45
227	0	0	0.55	1.45
227	0	9	1.55	2.45
227	0	36	2.55	3.45
227	0	57	3.55	4.45
227	0	55	4.55	5.45
227	0	46	5.55	6.45
227	0	15	6.55	7.45
227	0	1	7.55	8.45
228	0	0	0.55	1.45
228	0	9	1.55	2.45
228	0	36	2.55	3.45
228	0	57	3.55	4.45
228	0	55	4.55	5.45
228	0	47	5.55	6.45
228	0	15	6.55	7.45
228	0	1	7.55	8.45
229	0	0	0.55	1.45
229	0	9	1.55	2.45
229	0	36	2.55	3.45
229	0	57	3.55	4.45
229	0	55	4.55	5.45
229	0	47	5.55	6.45
229	0	16	6.55	7.45
229	0	1	7.55	8.45
230	0	0	0.55	1.45
230	0	9	1.55	2.45
230	0	36	2.55	3.45
230	0	57	3.55	4.45
230	0	55	4.55	5.45
230	0	48	5.55	6.45
230	0	16	6.55	7.45
230	0	1	7.55	8.45
231	0	0	0.55	1.45
231	0	10	1.55	2.45
231	0	36	2.55	3.45
231	0	57	3.55	4.45
231	0	55	4.55	5.45
231	0	48	5.55	6.45
231	0	16	6.55	7.45
231	0	1	7.55	8.45
232	0	0	0.55	1.45
232	0	10	1.55	2.45
232	0	36	2.55	3.45
232	0	57	3.55	4.45
232	0	56	4.55	5.45
232	0	48	5.55	6.45
232	0	16	6.55	7.45
232	0	1	7.55	8.45
233	0	0	0.55	1.45
233	0	10	1.55	2.45
233	0	37	2.55	3.45
233	0	57	3.55	4.45
233	0	56	4.55	5.45
233	0	48	5.55	6.45
233	0	16	6.55	7.45
233	0	1	7.55	8.45
234	0	0	0.55	1.45
234	0	10	1.55	2.45
234	0	37	2.55	3.45
234	0	58	3.55	4.45
234	0	56	4.55	5.45
234	0	48	5.55	6.45
234	0	16	6.55	7.45
234	0	1	7.55	8.45
235	0	0	0.55	1.45
235	0	10	1.55	2.45
235	0	37	2.55	3.45
235	0	58	3.55	4.45
235	0	56	4.55	5.45
235	0	49	5.55	6.45
235	0	16	6.55	7.45
235	0	1	7.55	8.45
236	0	0	0.55	1.45
236	0	10	1.55	2.45
236	0	37	2.55	3.45
236	0	58	3.55	4.45
236	0	57	4.55	5.45
236	0	49	5.55	6.45
236	0	16	6.55	7.45
236	0	1	7.55	8.45
237	0	0	0.55	1.45
237	0	10	1.55	2.45
237	0	38	2.55	3.45
237	0	58	3.55	4.45
237	0	57	4.55	5.45
237	0	49	5.55	6.45
237	0	16	6.55	7.45
237	0	1	7.55	8.45
238	0	0	0.55	1.45
238	0	11	1.55	2.45
238	0	38	2.55	3.45
238	0	58	3.55	4.45
238	0	57	4.55	5.45
238	0	49	5.55	6.45
238	0	16	6.55	7.45
238	0	1	7.55	8.45
239	0	0	0.55	1.45
239	0	11	1.55	2.45
239	0	38	2.55	3.45
239	0	58	3.55	4.45
239	0	58	4.55	5.45
239	0	49	5.55	6.45
239	0	16	6.55	7.45
239	0	1	7.55	8.45
240	0	0	0.55	1.45
240	0	11	1.55	2.45
240	0	38	2.55	3.45
240	0	59	3.55	4.45
240	0	58	4.55	5.45
240	0	49	5.55	6.45
240	0	16	6.55	7.45
240	0	1	7.55	8.45
241	0	0	0.55	1.45
241	0	11	1.55	2.45
241	0	38	2.55	3.45
241	0	59	3.55	4.45
241	0	59	4.55	5.45
241	0	49	5.55	6.45
241	0	16	6.55	7.45
241	0	1	7.55	8.45
242	0	0	0.55	1.45
242	0	11	1.55	2.45
242	0	38	2.55	3.45
242	0	60	3.55	4.45
242	0	59	4.55	5.45
242	0	49	5.55	6.45
242	0	16	6.55	7.45
242	0	1	7.55	8.45
243	0	0	0.55	1.45
243	0	11	1.55	2.45
243	0	38	2.55	3.45
243	0	60	3.55	4.45
243	0	59	4.55	5.45
243	0	50	5.55	6.45
243	0	16	6.55	7.45
243	0	1	7.55	8.45
244	0	0	0.55	1.45
244	0	12	1.55	2.45
244	0	38	2.55	3.45
244	0	60	3.55	4.45
244	0	59	4.55	5.45
244	0	50	5.55	6.45
244	0	16	6.55	7.45
244	0	1	7.55	8.45
245	0	0	0.55	1.45
245	0	12	1.55	2.45
245	0	38	2.55	3.45
245	0	60	3.55	4.45
245	0	60	4.55	5.45
245	0	50	5.55	6.45
245	0	16	6.55	7.45
245	0	1	7.55	8.45
246	0	0	0.55	1.45
246	0	12	1.55	2.45
246	0	38	2.55	3.45
246	0	60	3.55	4.45
246	0	60	4.55	5.45
246	0	51	5.55	6.45
246	0	16	6.55	7.45
246	0	1	7.55	8.45
247	0	0	0.55	1.45
247	0	12	1.55	2.45
247	0	38	2.55	3.45
247	0	60	3.55	4.45
247	0	61	4.55	5.45
247	0	51	5.55	6.45
247	0	16	6.55	7.45
247	0	1	7.55	8.45
248	0	0	0.55	1.45
248	0	12	1.55	2.45
248	0	38	2.55	3.45
248	0	60	3.55	4.45
248	0	61	4.55	5.45
248	0	51	5.55	6.45
248	0	17	6.55	7.45
248	0	1	7.55	8.45
249	0	0	0.55	1.45
249	0	12	1.55	2.45
249	0	39	2.55	3.45
249	0	60	3.55	4.45
249	0	61	4.55	5.45
249	0	51	5.55	6.45
249	0	17	6.55	7.45
249	0	1	7.55	8.45
250	0	0	0.55	1.45
250	0	12	1.55	2.45
